name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2
,9562,847120014,,yes,,,"POLYGON ((106.5388474 29.5747668, 106.5393289 29.5749995, 106.53936 29.5749508, 106.5388785 29.5747181, 106.5388474 29.5747668))",POINT (106.5391037 29.5748588),329,3541.8
,9563,847120015,,yes,,,"POLYGON ((106.5386916 29.5746915, 106.5388474 29.5747668, 106.5388785 29.5747181, 106.5389538 29.5746002, 106.538798 29.5745249, 106.5386916 29.5746915))",POINT (106.5388227 29.5746458),365.8,3937.5
,9564,847120016,,yes,,,"POLYGON ((106.5382871 29.5745508, 106.5386319 29.5746508, 106.5386609 29.5745753, 106.538316 29.5744753, 106.5382871 29.5745508))",POINT (106.538474 29.5745631),311.6,3354.5
,9565,847120020,,yes,,,"POLYGON ((106.5396921 29.5745879, 106.5398587 29.5745282, 106.5397395 29.5742764, 106.5395729 29.5743361, 106.5396921 29.5745879))",POINT (106.5397158 29.5744321),525.1,5652
,9566,847120021,,yes,,,"POLYGON ((106.539079 29.5744286, 106.5394494 29.5743583, 106.5394182 29.5742339, 106.5390478 29.5743043, 106.539079 29.5744286))",POINT (106.5392486 29.5743313),518.8,5584.5
,9567,847120023,,yes,,,"POLYGON ((106.5394792 29.5735399, 106.539682 29.5734672, 106.539641 29.5733807, 106.5394382 29.5734534, 106.5394792 29.5735399))",POINT (106.5395601 29.5734603),219.5,2362.2
,9568,847120024,,yes,,,"POLYGON ((106.5397858 29.5734695, 106.5398929 29.5734311, 106.5398497 29.5733399, 106.5397426 29.5733783, 106.5397858 29.5734695))",POINT (106.5398177 29.5734047),122.7,1320.6
,9569,847120025,,yes,,,"POLYGON ((106.5395388 29.5733399, 106.5398686 29.5732217, 106.5398369 29.5731548, 106.5395071 29.573273, 106.5395388 29.5733399))",POINT (106.5396879 29.5732473),276.4,2975
,9570,847120026,,yes,,,"POLYGON ((106.5392562 29.5731503, 106.5395222 29.573055, 106.5394537 29.5729104, 106.5394296 29.5728595, 106.5392876 29.5729104, 106.5393118 29.5729613, 106.5391877 29.5730057, 106.5392562 29.5731503))",POINT (106.5393574 29.5730114),574.1,6179.5
,9571,847120027,,yes,,,"POLYGON ((106.5396237 29.5730186, 106.5395222 29.573055, 106.5392562 29.5731503, 106.5392395 29.5731563, 106.5392791 29.5732399, 106.5403947 29.57284, 106.540355 29.5727564, 106.5398712 29.5729299, 106.5398076 29.5727957, 106.5395601 29.5728845, 106.5396237 29.5730186))",POINT (106.5397905 29.5729743),1583.9,17048.8
,9572,847120028,,yes,,,"POLYGON ((106.5399774 29.5731659, 106.5404074 29.5729696, 106.5403764 29.5729182, 106.5399463 29.5731144, 106.5399774 29.5731659))",POINT (106.5401768 29.5730421),302.8,3259.2
,9573,847120029,,yes,,,"POLYGON ((106.5401094 29.5732918, 106.5402499 29.5732362, 106.5402088 29.5731576, 106.5400683 29.5732131, 106.5401094 29.5732918))",POINT (106.5401591 29.5732247),143.1,1540.5
,9574,847120030,,yes,,,"POLYGON ((106.5400413 29.5734547, 106.5404926 29.5733029, 106.540459 29.5732275, 106.5400077 29.5733793, 106.5400413 29.5734547))",POINT (106.5402501 29.5733411),417.7,4496.4
,9575,847120031,,yes,,,"POLYGON ((106.5402286 29.5736621, 106.5406501 29.5735399, 106.5406152 29.5734488, 106.5401937 29.573571, 106.5402286 29.5736621))",POINT (106.5404219 29.5735555),457.8,4927.8
,9576,847120032,,yes,,,"POLYGON ((106.5399476 29.5738287, 106.5400704 29.5738135, 106.5400448 29.573658, 106.539922 29.5736732, 106.5399476 29.5738287))",POINT (106.5399962 29.5737434),210.1,2261.7
,9577,847120033,,yes,,,"POLYGON ((106.5399135 29.5739843, 106.5400881 29.5739583, 106.5400739 29.5738859, 106.5398993 29.5739118, 106.5399135 29.5739843))",POINT (106.5399937 29.5739351),139.3,1499
,9578,847120034,,yes,,,"POLYGON ((106.5401988 29.5739546, 106.5406161 29.5738435, 106.5405707 29.5737147, 106.5401534 29.5738258, 106.5401988 29.5739546))",POINT (106.5403848 29.5738347),629.6,6777
,9579,847120038,,yes,,,"POLYGON ((106.5414761 29.5744731, 106.5417231 29.574436, 106.5417071 29.5743557, 106.5414602 29.5743927, 106.5414761 29.5744731))",POINT (106.5415916 29.5744144),218.9,2355.8
,9580,847120039,,yes,,,"POLYGON ((106.541689 29.5741731, 106.5420041 29.5741213, 106.5419806 29.5740132, 106.5416655 29.5740651, 106.541689 29.5741731))",POINT (106.5418348 29.5740932),379.4,4084.1
,9581,847120040,,yes,,,"POLYGON ((106.5420509 29.5740917, 106.5423788 29.5740509, 106.5423654 29.5739695, 106.5420375 29.5740103, 106.5420509 29.5740917))",POINT (106.5422082 29.5740306),292,3143.6
,9582,847120041,,yes,,,"POLYGON ((106.5417827 29.5743953, 106.542217 29.5742768, 106.5421702 29.5741472, 106.5417359 29.5742657, 106.5417827 29.5743953))",POINT (106.5419765 29.5742713),660.9,7114.1
,9583,847120042,,yes,,,"POLYGON ((106.5422893 29.5742546, 106.5426215 29.5741879, 106.5426009 29.5741103, 106.5422688 29.574177, 106.5422893 29.5742546))",POINT (106.5424451 29.5741825),291.7,3140
,9584,847120043,,yes,,,"POLYGON ((106.5427121 29.5740582, 106.5427023 29.5741398, 106.5428836 29.5741561, 106.5428933 29.5740745, 106.543043 29.5740879, 106.5430541 29.5739942, 106.5426555 29.5739583, 106.5426444 29.5740521, 106.5427121 29.5740582))",POINT (106.5428346 29.574047),567.6,6109.8
,9585,847120044,,yes,,,"POLYGON ((106.5425916 29.5743879, 106.5430941 29.5742768, 106.543077 29.5742185, 106.5425746 29.5743296, 106.5425916 29.5743879))",POINT (106.5428343 29.5743032),333.7,3592.1
,9586,847120045,,yes,,,"POLYGON ((106.5418465 29.5746064, 106.5424895 29.5744397, 106.5424642 29.574366, 106.5418213 29.5745326, 106.5418465 29.5746064))",POINT (106.5421553 29.5744862),556.9,5994
,9587,847120046,,yes,,,"POLYGON ((106.5415357 29.5747026, 106.5417571 29.5746582, 106.5417268 29.5745441, 106.5415054 29.5745885, 106.5415357 29.5747026))",POINT (106.5416312 29.5746233),286.9,3087.8
,9588,847120047,,yes,,,"POLYGON ((106.540846 29.5747804, 106.5413335 29.5747081, 106.5413143 29.5746101, 106.5408268 29.5746824, 106.540846 29.5747804))",POINT (106.5410802 29.5746953),527.2,5675
,9589,847120048,,yes,,,"POLYGON ((106.540186 29.5748656, 106.5407353 29.5747841, 106.5407152 29.5746815, 106.5401659 29.574763, 106.540186 29.5748656))",POINT (106.5404506 29.5747735),623.6,6712.2
,9590,847120049,,yes,,,"POLYGON ((106.5398795 29.5751989, 106.5402712 29.5752396, 106.540287 29.5751245, 106.5398953 29.5750838, 106.5398795 29.5751989))",POINT (106.5400833 29.5751617),492.7,5303.8
,9591,847120050,,yes,,,"POLYGON ((106.5403861 29.5752877, 106.5410461 29.5752544, 106.5410383 29.5751385, 106.5403784 29.5751718, 106.5403861 29.5752877))",POINT (106.5407122 29.5752131),824.5,8874.8
,9592,847120051,,yes,,,"POLYGON ((106.5409993 29.5750804, 106.5412638 29.5750382, 106.5412462 29.5749545, 106.5409816 29.5749966, 106.5409993 29.5750804))",POINT (106.5411227 29.5750174),244.7,2634
,9593,847120052,,yes,,,"POLYGON ((106.5408034 29.5749433, 106.541289 29.574866, 106.5412717 29.5747841, 106.5407862 29.5748615, 106.5408034 29.5749433))",POINT (106.5410376 29.5748637),442.2,4759.6
,9594,847120053,,yes,,,"POLYGON ((106.5401818 29.5750581, 106.5407395 29.5749693, 106.540712 29.5748386, 106.5401542 29.5749275, 106.5401818 29.5750581))",POINT (106.5404469 29.5749484),809.7,8715.5
,9595,847120070,,yes,,,"POLYGON ((106.5439166 29.5755201, 106.543941 29.5755882, 106.5441755 29.5755247, 106.544127 29.5753891, 106.5438925 29.5754526, 106.543857 29.5753534, 106.5437029 29.5753951, 106.5437625 29.5755617, 106.5439166 29.5755201))",POINT (106.5439338 29.5754748),678.3,7300.8
,9596,847288590,,yes,,,"POLYGON ((106.5803834 29.5630893, 106.5804577 29.5630565, 106.5803927 29.5629452, 106.5804855 29.5629042, 106.5804421 29.5628298, 106.5803493 29.5628708, 106.5802749 29.5629037, 106.5803834 29.5630893))",POINT (106.5803833 29.5629492),279.3,3006.7
,9597,847288591,,yes,,,"POLYGON ((106.5806899 29.5629745, 106.5808648 29.5628972, 106.5807282 29.5626634, 106.5805533 29.5627408, 106.5806899 29.5629745))",POINT (106.5807091 29.562819),551.6,5937.7
,9598,847288592,,yes,,,"POLYGON ((106.5810646 29.5630782, 106.5811387 29.5630455, 106.5810561 29.5629042, 106.580982 29.5629369, 106.5809264 29.5628417, 106.5808773 29.5628634, 106.5810154 29.5630999, 106.5810646 29.5630782))",POINT (106.5810133 29.5629805),296.9,3195.8
,9599,847288593,,yes,,,"POLYGON ((106.5809113 29.5627968, 106.5810467 29.5627369, 106.5809496 29.5625709, 106.5808143 29.5626307, 106.5809113 29.5627968))",POINT (106.5809305 29.5626838),304.2,3274.4
,9600,847288594,,yes,,,"POLYGON ((106.5811072 29.5626486, 106.5813155 29.5625565, 106.5812221 29.5623968, 106.5810138 29.5624889, 106.5811072 29.5626486))",POINT (106.5811647 29.5625227),449.9,4842.7
,9601,847288595,,yes,,,"POLYGON ((106.5816078 29.5625723, 106.5814636 29.5623253, 106.5813992 29.5623538, 106.5813302 29.5623843, 106.5814205 29.562539, 106.5814896 29.5625084, 106.5815435 29.5626007, 106.5815309 29.5626063, 106.581578 29.5626871, 106.581655 29.5626531, 106.5816078 29.5625723))",POINT (106.58149 29.5624892),442.8,4766.1
,9602,847288596,,yes,,,"POLYGON ((106.581095 29.562948, 106.5815435 29.5627498, 106.5815165 29.5627036, 106.5814619 29.5626102, 106.5811333 29.5627554, 106.5811879 29.5628488, 106.581068 29.5629018, 106.581095 29.562948))",POINT (106.5813172 29.5627683),694.5,7476.1
,9603,847288597,,yes,,,"POLYGON ((106.5815415 29.5629375, 106.581736 29.5628515, 106.5816564 29.5627153, 106.5814619 29.5628013, 106.5815415 29.5629375))",POINT (106.581599 29.5628264),358.5,3859.3
,9604,847288598,,yes,,,"POLYGON ((106.5811966 29.5630819, 106.5814563 29.5629671, 106.5813795 29.5628356, 106.5811198 29.5629504, 106.5811966 29.5630819))",POINT (106.5812881 29.5629587),461.9,4971.8
,9605,847288606,,yes,,,"POLYGON ((106.5813621 29.5634788, 106.5813813 29.5635175, 106.5815457 29.563456, 106.5815266 29.5634173, 106.5816309 29.5633782, 106.5815602 29.5632353, 106.5814559 29.5632743, 106.5814291 29.5632204, 106.5812647 29.5632819, 106.5812914 29.5633359, 106.5812238 29.5633612, 106.5812945 29.5635041, 106.5813621 29.5634788))",POINT (106.5814206 29.5633667),806.3,8678.5
,9606,847288607,,yes,,,"POLYGON ((106.5808432 29.5634152, 106.5809262 29.5635481, 106.5810348 29.5634967, 106.5809517 29.5633639, 106.5808432 29.5634152))",POINT (106.580939 29.563456),199.9,2152.2
,9607,847288608,,yes,,,"POLYGON ((106.5806889 29.5636647, 106.5809283 29.5635514, 106.5809262 29.5635481, 106.5808432 29.5634152, 106.5806037 29.5635285, 106.5805569 29.5634536, 106.5804345 29.5635115, 106.5805664 29.5637226, 106.5806889 29.5636647))",POINT (106.5806757 29.5635612),812.5,8746.1
,9608,847288609,,yes,,,"POLYGON ((106.5808475 29.5639189, 106.5809965 29.5638448, 106.580949 29.5637726, 106.5808 29.5638467, 106.5808475 29.5639189))",POINT (106.5808982 29.5638458),153.7,1654.6
,9609,847288610,,yes,,,"POLYGON ((106.5800002 29.5640337, 106.5800916 29.5639878, 106.5801662 29.5641004, 106.5802179 29.5640744, 106.5801433 29.5639619, 106.5800215 29.5637782, 106.5798783 29.56385, 106.5800002 29.5640337))",POINT (106.5800369 29.5639286),458.4,4934.5
,9610,847288611,,yes,,,"POLYGON ((106.5802087 29.5637835, 106.5802671 29.5637542, 106.5802216 29.5636856, 106.5801632 29.5637149, 106.5801719 29.5637279, 106.5800938 29.5637671, 106.5802216 29.5639596, 106.5802996 29.5639205, 106.5803136 29.5639416, 106.5803663 29.5639152, 106.5803237 29.563851, 106.580271 29.5638774, 106.5802087 29.5637835))",POINT (106.5802184 29.5638322),320.8,3452.8
,9611,847288612,,yes,,,"POLYGON ((106.5804643 29.5640893, 106.5804128 29.5639675, 106.5802982 29.5640041, 106.5803496 29.5641259, 106.5804643 29.5640893))",POINT (106.5803812 29.5640467),170.3,1833.6
,9612,847288613,,yes,,,"POLYGON ((106.5802471 29.5642818, 106.5803425 29.5642514, 106.5802897 29.5641263, 106.5801943 29.5641568, 106.5802471 29.5642818))",POINT (106.5802684 29.5642041),145.9,1570.3
,9613,847288614,,yes,,,"POLYGON ((106.5805398 29.5642637, 106.5804858 29.5641357, 106.5803876 29.564167, 106.5804417 29.564295, 106.5803312 29.5643303, 106.5803748 29.5644337, 106.5805835 29.564367, 106.5805398 29.5642637))",POINT (106.5804597 29.5642996),415.1,4467.8
,9614,847288616,,yes,,,"POLYGON ((106.5796668 29.5639736, 106.5796505 29.5640169, 106.5795706 29.5639941, 106.5795446 29.5640633, 106.5797915 29.5641337, 106.5798176 29.5640645, 106.5798093 29.5640621, 106.5798256 29.5640189, 106.5798395 29.5639821, 106.5795786 29.5639078, 106.5795648 29.5639446, 106.5796668 29.5639736))",POINT (106.5796988 29.5640257),398.4,4288.8
,9615,847288617,,yes,,,"POLYGON ((106.5802173 29.5644744, 106.5802959 29.5644288, 106.5802193 29.5643288, 106.5801407 29.5643744, 106.5802173 29.5644744))",POINT (106.5802183 29.5644016),122.9,1323
,9616,847288618,,yes,,,"POLYGON ((106.5796553 29.5646818, 106.5798129 29.5648101, 106.5800599 29.5645804, 106.5799022 29.5644522, 106.5796553 29.5646818))",POINT (106.5798576 29.5646311),727.4,7830.1
,9617,847288621,,yes,,,"POLYGON ((106.5777277 29.5650145, 106.5777669 29.5648986, 106.5778457 29.5649188, 106.5778967 29.564768, 106.5778179 29.5647479, 106.5776754 29.5647114, 106.577569 29.5650262, 106.5777114 29.5650627, 106.5776965 29.565107, 106.5776301 29.56509, 106.5776116 29.5651447, 106.5776952 29.5651661, 106.5777138 29.5651114, 106.577745 29.565019, 106.5777277 29.5650145))",POINT (106.577718 29.5648989),732.6,7885.4
,9618,847288622,,yes,,,"POLYGON ((106.5787746 29.564782, 106.5787952 29.5647262, 106.5786619 29.564689, 106.5786413 29.5647447, 106.5785522 29.5647198, 106.5785908 29.5646151, 106.5784851 29.5645856, 106.5784465 29.5646902, 106.5784163 29.5646818, 106.5783842 29.5647686, 106.5784144 29.564777, 106.5783907 29.564841, 106.5784964 29.5648706, 106.5785201 29.5648066, 106.5786093 29.5648315, 106.5785866 29.5648929, 106.5787199 29.5649302, 106.5787425 29.5648688, 106.5788319 29.5648937, 106.5787912 29.5650038, 106.5788387 29.5650171, 106.5788638 29.5649492, 106.5790464 29.5650003, 106.5791056 29.5648403, 106.578923 29.5647892, 106.5788754 29.5647759, 106.5788639 29.564807, 106.5787746 29.564782))",POINT (106.578729 29.5648183),1331.3,14329.8
,9619,847288623,,yes,,,"POLYGON ((106.5787085 29.5652275, 106.5786377 29.5652077, 106.5786184 29.5652599, 106.5786892 29.5652798, 106.5786731 29.5653233, 106.5785954 29.5653015, 106.5785781 29.5653484, 106.5786558 29.5653701, 106.5786419 29.5654077, 106.5787354 29.5654338, 106.5787493 29.5653963, 106.578812 29.5654138, 106.5788293 29.5653669, 106.5787666 29.5653494, 106.5787827 29.5653059, 106.5788421 29.5653225, 106.5788614 29.5652702, 106.578802 29.5652536, 106.5788517 29.565119, 106.578957 29.5651484, 106.5789893 29.5650612, 106.578884 29.5650317, 106.5788846 29.5650299, 106.5788387 29.5650171, 106.5787912 29.5650038, 106.5787905 29.5650056, 106.5787186 29.5649855, 106.5786863 29.5650727, 106.5787583 29.5650929, 106.5787085 29.5652275))",POINT (106.5787734 29.5652023),789,8493.1
,9620,847288624,,yes,,,"POLYGON ((106.5781043 29.5651109, 106.5781491 29.5651234, 106.5781864 29.5650225, 106.5781416 29.56501, 106.5781748 29.56492, 106.5782502 29.564941, 106.5782786 29.5648642, 106.5782032 29.5648431, 106.5782204 29.5647966, 106.578133 29.5647722, 106.5781159 29.5648187, 106.5780501 29.5648003, 106.5780217 29.5648771, 106.5780875 29.5648955, 106.5780542 29.5649856, 106.5780108 29.5649734, 106.5779735 29.5650744, 106.5780169 29.5650865, 106.5779733 29.5652043, 106.5778926 29.5651818, 106.5778539 29.5652864, 106.5780934 29.5653534, 106.5780118 29.5655743, 106.5781434 29.5656111, 106.5781603 29.5655656, 106.5782362 29.5655868, 106.5782545 29.5655373, 106.5781785 29.565516, 106.5782372 29.5653574, 106.5782843 29.5653706, 106.5783314 29.5652431, 106.5782843 29.5652299, 106.5781527 29.5651931, 106.5781321 29.5652487, 106.5780607 29.5652288, 106.5781043 29.5651109))",POINT (106.5781107 29.5652092),1689,18180.4
,9621,847288625,,yes,,,"POLYGON ((106.5777947 29.5655373, 106.5779267 29.5655742, 106.577965 29.5654705, 106.577833 29.5654336, 106.5777947 29.5655373))",POINT (106.5778798 29.5655039),162.4,1747.7
,9622,847288631,,yes,,,"POLYGON ((106.577552 29.5657558, 106.5776134 29.5657748, 106.5776816 29.5656081, 106.5776201 29.5655891, 106.577552 29.5657558))",POINT (106.5776168 29.5656819),124,1335.2
,9623,847288632,,yes,,,"POLYGON ((106.5782289 29.5659891, 106.5787101 29.5659187, 106.5786728 29.5657259, 106.5781917 29.5657963, 106.5782289 29.5659891))",POINT (106.5784509 29.5658575),1025.3,11036.4
,9624,847288633,,yes,,,"POLYGON ((106.5776541 29.5657928, 106.5780757 29.5659558, 106.5781436 29.5658228, 106.5777221 29.5656598, 106.5776541 29.5657928))",POINT (106.5778989 29.5658078),723.1,7783.8
,9625,847845616,,parking,,,"POLYGON ((106.7949894 29.7248047, 106.7951563 29.7248047, 106.7951563 29.7247373, 106.7951563 29.7246658, 106.7949894 29.7246659, 106.7949894 29.7248047))",POINT (106.7950729 29.7247353),247.9,2668.8
,9626,848000978,,yes,,,"POLYGON ((106.4818686 29.6774268, 106.482448 29.6774548, 106.4824566 29.6773192, 106.4818773 29.6772913, 106.4818686 29.6774268))",POINT (106.4821627 29.677373),843.4,9078.1
,9627,848000979,,yes,,,"POLYGON ((106.4818552 29.6768582, 106.4817717 29.6767873, 106.4813751 29.6771402, 106.4814586 29.677211, 106.4818552 29.6768582))",POINT (106.4816152 29.6769992),613.9,6607.8
,9628,848000980,,yes,,,"POLYGON ((106.4820349 29.6767021, 106.4823951 29.6763816, 106.4823031 29.6763036, 106.481943 29.676624, 106.4820349 29.6767021))",POINT (106.482169 29.6765028),616.1,6631.5
,9629,848000981,,yes,,,"POLYGON ((106.482102 29.6770097, 106.482204 29.6770963, 106.4824267 29.6768982, 106.4823246 29.6768116, 106.482102 29.6770097))",POINT (106.4822643 29.6769539),423.6,4559.4
,9630,848000982,,yes,,,"POLYGON ((106.4827216 29.6773313, 106.4828447 29.6773383, 106.4828825 29.6768395, 106.4827593 29.6768325, 106.4827216 29.6773313))",POINT (106.482802 29.6770854),660.2,7106.1
,9631,848000983,,yes,,,"POLYGON ((106.4827792 29.6765785, 106.4828974 29.6765853, 106.4829376 29.676054, 106.4828195 29.6760472, 106.4827792 29.6765785))",POINT (106.4828584 29.6763163),680.5,7324.5
,9632,848000984,,yes,,,"POLYGON ((106.4722878 29.6762686, 106.4728107 29.6761356, 106.4727652 29.6760006, 106.4722423 29.6761336, 106.4722878 29.6762686))",POINT (106.4725265 29.6761346),821.4,8841.1
,9633,848000985,,yes,,,"POLYGON ((106.4729959 29.6758771, 106.4731576 29.675836, 106.473071 29.6755788, 106.4729092 29.6756199, 106.4729959 29.6758771))",POINT (106.4730334 29.6757279),486.1,5232.2
,9634,848000986,,yes,,,"POLYGON ((106.4727572 29.675418, 106.4729393 29.6753717, 106.4728591 29.6751337, 106.472677 29.67518, 106.4727572 29.675418))",POINT (106.4728081 29.6752758),505.5,5441
,9635,848000987,,yes,,,"POLYGON ((106.4714938 29.6757629, 106.4716536 29.6757223, 106.471577 29.6754949, 106.4714172 29.6755355, 106.4714938 29.6757629))",POINT (106.4715354 29.6756289),421.4,4535.7
,9636,848000988,,yes,,,"POLYGON ((106.4711612 29.6753434, 106.4715126 29.6752541, 106.4714697 29.6751267, 106.4711183 29.675216, 106.4711612 29.6753434))",POINT (106.4713154 29.675235),522.5,5623.8
,9637,848000989,,yes,,,"POLYGON ((106.4717406 29.6752199, 106.472222 29.6750975, 106.4721832 29.6749822, 106.4717018 29.6751046, 106.4717406 29.6752199))",POINT (106.4719619 29.6751011),646.8,6962.1
,9638,848000990,,yes,,,"POLYGON ((106.4732641 29.6753667, 106.4735713 29.6752886, 106.473527 29.675157, 106.4732198 29.6752351, 106.4732641 29.6753667))",POINT (106.4733955 29.6752619),469.3,5051.8
,9639,848000991,,yes,,,"POLYGON ((106.4730495 29.6749915, 106.4733144 29.6749242, 106.4733339 29.6749822, 106.4736059 29.6749131, 106.4735599 29.6747768, 106.4730232 29.6749133, 106.4730495 29.6749915))",POINT (106.4733472 29.6748936),672.5,7238.3
,9640,848000992,,yes,,,"POLYGON ((106.4716843 29.6740314, 106.4723394 29.6738648, 106.4722958 29.6737354, 106.4716407 29.673902, 106.4716843 29.6740314))",POINT (106.4719901 29.6738834),987.5,10629.2
,9641,848000993,,yes,,,"POLYGON ((106.4707455 29.6742644, 106.4714332 29.6740896, 106.4713892 29.6739591, 106.4707016 29.674134, 106.4707455 29.6742644))",POINT (106.4710674 29.6741118),1040.8,11202.7
,9642,848000994,,yes,,,"POLYGON ((106.4701125 29.6744439, 106.4706099 29.6743174, 106.4705685 29.6741945, 106.4700711 29.674321, 106.4701125 29.6744439))",POINT (106.4703405 29.6743192),710.2,7644.1
,9643,848000995,,yes,,,"POLYGON ((106.4719042 29.6747515, 106.4725348 29.6745911, 106.472497 29.6744788, 106.4718664 29.6746392, 106.4719042 29.6747515))",POINT (106.4722006 29.6746151),828.4,8916.4
,9644,848000996,,yes,,,"POLYGON ((106.4708367 29.6750195, 106.4715834 29.6748296, 106.4715421 29.6747072, 106.4707955 29.6748971, 106.4708367 29.6750195))",POINT (106.4711894 29.6748633),1062.5,11436.8
,9645,848000997,,yes,,,"POLYGON ((106.4709628 29.6746303, 106.4709155 29.6744901, 106.4704558 29.674607, 106.4705031 29.6747472, 106.4709628 29.6746303))",POINT (106.4707093 29.6746186),749.5,8068.1
,9646,848000998,,yes,,,"POLYGON ((106.4715019 29.6744812, 106.4714596 29.6743557, 106.4710117 29.6744696, 106.4710539 29.6745951, 106.4715019 29.6744812))",POINT (106.4712568 29.6744754),653.5,7034.5
,9647,848000999,,yes,,,"POLYGON ((106.4717755 29.6743996, 106.4724804 29.6742203, 106.472438 29.6740943, 106.471733 29.6742736, 106.4717755 29.6743996))",POINT (106.4721067 29.674247),1036.4,11155.6
,9648,848001000,,yes,,,"POLYGON ((106.4705899 29.6735513, 106.471215 29.6733924, 106.471172 29.6732647, 106.4705469 29.6734236, 106.4705899 29.6735513))",POINT (106.470881 29.673408),933,10042.9
,9649,848001001,,yes,,,"POLYGON ((106.4692944 29.6738962, 106.4705015 29.6735893, 106.4704612 29.6734698, 106.4692542 29.6737767, 106.4692944 29.6738962))",POINT (106.4698778 29.673683),1674.4,18022.6
,9650,848001002,,yes,,,"POLYGON ((106.4702252 29.6740524, 106.4701852 29.6739337, 106.4696726 29.674064, 106.4697126 29.6741827, 106.4702252 29.6740524))",POINT (106.4699489 29.6740582),708.6,7627.2
,9651,848001003,,yes,,,"POLYGON ((106.4707804 29.6738869, 106.4707435 29.6737774, 106.4702761 29.6738962, 106.470313 29.6740058, 106.4707804 29.6738869))",POINT (106.4705282 29.6738916),599,6447.1
,9652,848001004,,yes,,,"POLYGON ((106.4710593 29.673803, 106.4710215 29.6736908, 106.4708367 29.6737378, 106.4708745 29.67385, 106.4710593 29.673803))",POINT (106.470948 29.6737704),242.1,2606
,9653,848001005,,yes,,,"POLYGON ((106.4712793 29.6737378, 106.4712401 29.6736216, 106.4710674 29.6736655, 106.4711065 29.6737817, 106.4712793 29.6737378))",POINT (106.4711733 29.6737017),233,2508.3
,9654,848001006,,yes,,,"POLYGON ((106.4722019 29.6735047, 106.4721617 29.6733852, 106.4715636 29.6735373, 106.4716038 29.6736568, 106.4722019 29.6735047))",POINT (106.4718827 29.673521),832.9,8965.1
,9655,848001007,,yes,,,"POLYGON ((106.4713973 29.6732017, 106.4714398 29.673328, 106.4720996 29.6731602, 106.4720571 29.673034, 106.4713973 29.6732017))",POINT (106.4717484 29.673181),966.1,10398.6
重庆市礼嘉中学校,9656,848001009,,school,,,"POLYGON ((106.4941049 29.6774501, 106.4955264 29.6750731, 106.4943999 29.6745464, 106.4934879 29.6744066, 106.4929247 29.6744159, 106.4929354 29.6753621, 106.4927691 29.6762197, 106.4925492 29.6767137, 106.4941049 29.6774501))",POINT (106.4939056 29.6757715),60034.7,646207
,9657,848001011,,yes,,,"POLYGON ((106.4958161 29.674628, 106.4958934 29.6745041, 106.4946516 29.6739191, 106.4945742 29.674043, 106.4958161 29.674628))",POINT (106.4952338 29.6742735),2132.7,22956.6
,9658,848001012,,yes,,,"POLYGON ((106.4960548 29.6742901, 106.4961444 29.6743977, 106.4965709 29.6741297, 106.4964813 29.6740221, 106.4960548 29.6742901))",POINT (106.4963128 29.6742099),747.8,8049
,9659,848001013,,yes,,,"POLYGON ((106.4954889 29.6740524, 106.4956345 29.6741109, 106.4957847 29.6738289, 106.4956391 29.6737704, 106.4954889 29.6740524))",POINT (106.4956368 29.6739406),534.8,5756.7
,9660,848001014,,yes,,,"POLYGON ((106.4959314 29.6736096, 106.4962023 29.6737517, 106.4962809 29.6736387, 106.49601 29.6734966, 106.4959314 29.6736096))",POINT (106.4961061 29.6736242),446.8,4809.5
,9661,848001015,,yes,,,"POLYGON ((106.495344 29.6733998, 106.4956069 29.6735117, 106.495675 29.6733909, 106.4954121 29.673279, 106.495344 29.6733998))",POINT (106.4955095 29.6733953),421,4531.5
,9662,848001016,,yes,,,"POLYGON ((106.4951616 29.6730106, 106.4954848 29.6730514, 106.4955103 29.6728988, 106.4951872 29.672858, 106.4951616 29.6730106))",POINT (106.495336 29.6729547),539.2,5803.4
,9663,848001017,,yes,,,"POLYGON ((106.494416 29.6729291, 106.4947208 29.6729676, 106.4947459 29.6728172, 106.4944411 29.6727787, 106.494416 29.6729291))",POINT (106.4945809 29.6728732),501.8,5401.3
,9664,848001018,,yes,,,"POLYGON ((106.4967522 29.6728405, 106.4968936 29.6728782, 106.4970741 29.6723674, 106.4969327 29.6723297, 106.4967522 29.6728405))",POINT (106.4969132 29.6726039),845.9,9105
,9665,848001019,,yes,,,"POLYGON ((106.4963365 29.6725189, 106.4964724 29.6725552, 106.4965618 29.6723022, 106.4964259 29.6722659, 106.4963365 29.6725189))",POINT (106.4964492 29.6724106),403.9,4347.4
,9666,848001020,,yes,,,"POLYGON ((106.4958242 29.6730782, 106.4964357 29.6732414, 106.4964875 29.6730949, 106.4958759 29.6729317, 106.4958242 29.6730782))",POINT (106.4961558 29.6730866),1049.5,11297.1
,9667,848001021,,yes,,,"POLYGON ((106.4956391 29.6726704, 106.495836 29.672696, 106.4959057 29.6722905, 106.4957088 29.6722649, 106.4956391 29.6726704))",POINT (106.4957724 29.6724804),875.5,9424.2
,9668,848001022,,yes,,,"POLYGON ((106.4949417 29.6726378, 106.4950952 29.6726571, 106.4951864 29.6721118, 106.4950329 29.6720924, 106.4949417 29.6726378))",POINT (106.495064 29.6723748),918.4,9886
