geometry,TAZ,x_coord,y_coord,COUNT,FIRST_COUN
"MULTIPOLYGON (((-122.421364299421 37.7888580799413,-122.422964317781 37.7886580953743,-122.423064322351 37.7890580833744,-122.423164327757 37.7895580682291,-122.421564309306 37.7897580528303,-122.419864288747 37.7898580400132,-122.41952828503 37.7899210361258,-122.418934278448 37.7900320292676,-122.418628275062 37.7900900257103,-122.418264271022 37.7901580215108,-122.417010255812 37.7902320120664,-122.416564250397 37.7902580087184,-122.416364240796 37.7893580357221,-122.416873246707 37.7892980405027,-122.418064260525 37.7891580516822,-122.418751268444 37.7890720582988,-122.419664278959 37.7889580670874,-122.421364299421 37.7888580799413)))",100213,-122.4197242,37.78946518,1,6075
"MULTIPOLYGON (((-122.424364394795 37.7957568800356,-122.423464384799 37.7959568687536,-122.422764376548 37.7960568617305,-122.421164357421 37.7962568465873,-122.420264346543 37.796356838468,-122.419564338253 37.7964568314596,-122.41836432345 37.7965568216899,-122.417864317742 37.7966568157948,-122.417764312462 37.7961568308927,-122.417764310871 37.7959568371529,-122.417664307188 37.7956568459881,-122.418264314958 37.7956568493189,-122.419364327592 37.7954568616934,-122.420164337131 37.7953568692743,-122.420964346659 37.7952568768591,-122.422664366976 37.795056892597,-122.42346437564 37.7948569033378,-122.424164383833 37.7947569103831,-122.424364394795 37.7957568800356)))",100221,-122.4210792,37.79574349,1,6075
"MULTIPOLYGON (((-122.418264314958 37.7956568493189,-122.417664307188 37.7956568459881,-122.417464298247 37.7948568699129,-122.417264288535 37.7939568969588,-122.418964308757 37.7937569127326,-122.420664328121 37.7934569316601,-122.420764336738 37.7943569039837,-122.422464356959 37.794156919758,-122.42346436898 37.7940569284899,-122.423964373732 37.7938569375756,-122.424164383833 37.7947569103831,-122.42346437564 37.7948569033378,-122.422664366976 37.795056892597,-122.420964346659 37.7952568768591,-122.420164337131 37.7953568692743,-122.419364327592 37.7954568616934,-122.418264314958 37.7956568493189)))",100222,-122.4202074,37.79460065,1,6075
"MULTIPOLYGON (((-122.420464318241 37.7925569587694,-122.422064337818 37.7924569709131,-122.423464353162 37.7921569882262,-122.423664355707 37.7921569893536,-122.423864364933 37.792956965321,-122.423964373732 37.7938569375756,-122.42346436898 37.7940569284899,-122.422464356959 37.794156919758,-122.420764336738 37.7943569039837,-122.420664328121 37.7934569316601,-122.418964308757 37.7937569127326,-122.417264288535 37.7939568969588,-122.417164279332 37.792956927686,-122.417494283381 37.7929359301968,-122.418764298971 37.792856939806,-122.419964312675 37.7926569528205,-122.420464318241 37.7925569587694)))",100223,-122.4210546,37.79327521,1,6075
"MULTIPOLYGON (((-122.421664386902 37.7990567614461,-122.421864396936 37.7999567342787,-122.421396391229 37.8000157298778,-122.420264377395 37.8001567192921,-122.418564356488 37.8003567037773,-122.418564353284 37.7999567163056,-122.41846434796 37.79945673142,-122.418364343441 37.7990567434005,-122.418264338129 37.7985567585103,-122.418964346522 37.7984567654797,-122.419864357531 37.7983567735497,-122.420729367474 37.7981837837222,-122.420864369024 37.7981567853105,-122.421564377382 37.7980567922931,-122.421664384439 37.798756770865,-122.421664386902 37.7990567614461)))",100231,-122.4200868,37.79923255,1,6075
"MULTIPOLYGON (((-122.422764376548 37.7960568617305,-122.422964386607 37.7969568345537,-122.42306439206 37.7974568193905,-122.423164396689 37.797856807368,-122.421564377382 37.7980567922931,-122.420864369024 37.7981567853105,-122.420729367474 37.7981837837222,-122.419864357531 37.7983567735497,-122.418964346522 37.7984567654797,-122.418264338129 37.7985567585103,-122.418064327525 37.7975567887226,-122.417964322232 37.7970568038251,-122.417864317742 37.7966568157948,-122.41836432345 37.7965568216899,-122.419564338253 37.7964568314596,-122.420264346543 37.796356838468,-122.421164357421 37.7962568465873,-122.422764376548 37.7960568617305)))",100232,-122.420482,37.79728126,1,6075
"MULTIPOLYGON (((-122.422764376548 37.7960568617305,-122.423464384799 37.7959568687536,-122.424364394795 37.7957568800356,-122.424564404943 37.7966568528251,-122.424656410005 37.7971168388578,-122.424764415955 37.7976568224586,-122.424964426151 37.7985567952301,-122.425064435894 37.799556764299,-122.423464416435 37.799756749281,-122.421864396936 37.7999567342787,-122.421664386902 37.7990567614461,-122.421664384439 37.798756770865,-122.421564377382 37.7980567922931,-122.423164396689 37.797856807368,-122.42306439206 37.7974568193905,-122.422964386607 37.7969568345537,-122.422764376548 37.7960568617305)))",100233,-122.4234672,37.79816408,1,6075
"MULTIPOLYGON (((-122.413064266752 37.7981567424859,-122.41303326516 37.7980017471495,-122.412874257238 37.7972377700989,-122.413464264317 37.7971567758783,-122.414164272677 37.7970567828599,-122.414564277894 37.7970567850668,-122.415711291271 37.7968547977077,-122.416264297705 37.7967568038253,-122.417864317742 37.7966568157948,-122.417964322232 37.7970568038251,-122.418064327525 37.7975567887226,-122.418264338129 37.7985567585103,-122.416664318687 37.7987567434865,-122.414964297886 37.7989567279313,-122.413949285443 37.7990757186646,-122.413264277042 37.7991567123926,-122.413064266752 37.7981567424859)))",100241,-122.4155751,37.79788799,1,6075
"MULTIPOLYGON (((-122.415964280467 37.7950568553052,-122.417464298247 37.7948568699129,-122.417664307188 37.7956568459881,-122.417764310871 37.7959568371529,-122.417764312462 37.7961568308927,-122.417864317742 37.7966568157948,-122.416264297705 37.7967568038253,-122.415711291271 37.7968547977077,-122.414564277894 37.7970567850668,-122.414164272677 37.7970567828599,-122.413464264317 37.7971567758783,-122.412874257238 37.7972377700989,-122.412664247776 37.7963567964079,-122.413264254807 37.7962568028476,-122.413587258625 37.7962078061647,-122.414064264426 37.796156810398,-122.414358267926 37.7961158133064,-122.415264278446 37.795956823293,-122.416164289333 37.7958568314088,-122.415964280467 37.7950568553052)))",100242,-122.4156108,37.7962245,1,6075
"MULTIPOLYGON (((-122.416864283398 37.7939568947217,-122.417264288535 37.7939568969588,-122.417464298247 37.7948568699129,-122.415964280467 37.7950568553052,-122.416164289333 37.7958568314088,-122.415264278446 37.795956823293,-122.414358267926 37.7961158133064,-122.414064264426 37.796156810398,-122.413587258625 37.7962078061647,-122.413264254807 37.7962568028476,-122.412664247776 37.7963567964079,-122.412537242338 37.7958598111984,-122.412464238323 37.7954568233557,-122.412365233656 37.7950118366761,-122.412264228893 37.7945568502948,-122.412760234609 37.7944688558053,-122.413964248474 37.7942568691401,-122.415664268772 37.7940568848854,-122.416364277765 37.7940568887986,-122.416864283398 37.7939568947217)))",100243,-122.4146368,37.79506106,1,6075
"MULTIPOLYGON (((-122.40706019348 37.798906686242,-122.407464198432 37.7988566900052,-122.407864202963 37.7987566953004,-122.408264208223 37.7987566974907,-122.408564219532 37.7997566680567,-122.408664227487 37.8006566406306,-122.408764231027 37.800956631849,-122.40883223546 37.8014346173599,-122.408864237525 37.8016566106324,-122.408364230856 37.8016566079299,-122.407964225521 37.8016566057679,-122.407564220916 37.8017566005007,-122.407264216913 37.80175659888,-122.407064207704 37.8008566257356,-122.406864198517 37.7999566525824,-122.406776194164 37.7995166657577,-122.40666418863 37.7989566825235,-122.40706019348 37.798906686242)))",100251,-122.4077809,37.80025653,1,6075
"MULTIPOLYGON (((-122.404364160483 37.7992566606484,-122.403964155209 37.799256658463,-122.403464149322 37.799356652636,-122.403164139051 37.7984566788482,-122.403164136946 37.7981566881317,-122.403064130728 37.7974567092425,-122.403964142488 37.7974567141991,-122.404564149618 37.7973567206015,-122.405164156739 37.7972567270068,-122.405930166235 37.7971867334001,-122.406264170377 37.7971567361723,-122.407064184448 37.7976567250641,-122.40756019287 37.7979217195645,-122.407264189248 37.797956716851,-122.407364195659 37.7986566956673,-122.407464198432 37.7988566900052,-122.40706019348 37.798906686242,-122.40666418863 37.7989566825235,-122.405064168997 37.799156667572,-122.404564162408 37.799156664839,-122.404364160483 37.7992566606484)))",100252,-122.4051786,37.79822936,1,6075
"MULTIPOLYGON (((-122.410364256035 37.801456624964,-122.410064252038 37.801456623341,-122.409564246119 37.801556617526,-122.409164240786 37.801556615363,-122.408864237525 37.8016566106324,-122.40883223546 37.8014346173599,-122.408764231027 37.800956631849,-122.408664227487 37.8006566406306,-122.408564219532 37.7997566680567,-122.408264208223 37.7987566974907,-122.407864202963 37.7987566953004,-122.407464198432 37.7988566900052,-122.407364195659 37.7986566956673,-122.407264189248 37.797956716851,-122.40756019287 37.7979217195645,-122.408164203972 37.7983567093699,-122.408664213483 37.798756699681,-122.409964236542 37.7995566819107,-122.41116425841 37.800356663546,-122.411964274322 37.8010566460836,-122.412364280402 37.8011566451345,-122.411964275838 37.8012566398516,-122.410364256035 37.801456624964)))",100253,-122.4096145,37.80021771,1,6075
"MULTIPOLYGON (((-122.413364285266 37.8000566848648,-122.413464288894 37.8003566760503,-122.4135642956 37.8010566547549,-122.413764302109 37.8015566402371,-122.413764305189 37.8019566277556,-122.413864308837 37.8022566189336,-122.413464301182 37.8019566261364,-122.412464283256 37.8013566394418,-122.412364280402 37.8011566451345,-122.411964274322 37.8010566460836,-122.41116425841 37.800356663546,-122.409964236542 37.7995566819107,-122.410834247262 37.799454689833,-122.411664257473 37.7993566974167,-122.412464267263 37.7992567049027,-122.412864272536 37.7992567070881,-122.413264277042 37.7991567123926,-122.413364283731 37.7998566911036,-122.413364285266 37.8000566848648)))",100254,-122.4123451,37.80033495,1,6075
"MULTIPOLYGON (((-122.411664257473 37.7993566974167,-122.410834247262 37.799454689833,-122.409964236542 37.7995566819107,-122.408664213483 37.798756699681,-122.408164203972 37.7983567093699,-122.408148203183 37.7982777117364,-122.408064198994 37.7978567243537,-122.408519204531 37.7977997286264,-122.409639218336 37.7976847383622,-122.410078223601 37.7976207427687,-122.410725231304 37.7975197494735,-122.411264237874 37.7974567544032,-122.412169248727 37.7973287633764,-122.412874257238 37.7972377700989,-122.41303326516 37.7980017471495,-122.413064266752 37.7981567424859,-122.413264277042 37.7991567123926,-122.412864272536 37.7992567070881,-122.412464267263 37.7992567049027,-122.411664257473 37.7993566974167)))",100255,-122.4109015,37.79841493,1,6075
"MULTIPOLYGON (((-122.406264170377 37.7971567361723,-122.407564185878 37.7969567495519,-122.407864189057 37.7968567543138,-122.408302194226 37.7967837590006,-122.408464196138 37.7967567607344,-122.408764200044 37.7967567623918,-122.409466208895 37.7967177674828,-122.409824213251 37.7966767707363,-122.409964214924 37.7966567721322,-122.410364219382 37.7965567774551,-122.411064227736 37.7964567844394,-122.411464232936 37.7964567866521,-122.411964239437 37.796456789418,-122.412664247776 37.7963567964079,-122.412874257238 37.7972377700989,-122.412169248727 37.7973287633764,-122.411264237874 37.7974567544032,-122.410725231304 37.7975197494735,-122.410078223601 37.7976207427687,-122.409639218336 37.7976847383622,-122.408519204531 37.7977997286264,-122.408064198994 37.7978567243537,-122.408148203183 37.7982777117364,-122.408164203972 37.7983567093699,-122.40756019287 37.7979217195645,-122.407064184448 37.7976567250641,-122.406264170377 37.7971567361723)))",100256,-122.4097398,37.79715809,1,6075
"MULTIPOLYGON (((-122.400164115348 37.800756591394,-122.401264129266 37.8006566004534,-122.4024641438 37.8004566131542,-122.403064151756 37.8004566164148,-122.403143152691 37.8004406173392,-122.403564157682 37.8003566222274,-122.403575158187 37.8004076207084,-122.403764166682 37.801256595451,-122.403864172249 37.8018565774152,-122.403951176125 37.8022405659948,-122.404154185686 37.8032075371419,-122.404731192948 37.8031385423766,-122.40579620627 37.8030015523426,-122.405964214678 37.8038565267288,-122.406164224583 37.8048564967808,-122.404464202268 37.8049564846274,-122.404064197556 37.805056479401,-122.403364188066 37.8050564756755,-122.402364169634 37.8043564920014,-122.400464152171 37.8055564448021,-122.400064144691 37.805256451939,-122.402164162761 37.8037565094859,-122.401764155294 37.8034565166177,-122.399664135189 37.8046564683279,-122.399264127071 37.8042564785351,-122.401464148496 37.8030565273708,-122.401064140372 37.80265653758,-122.398864118974 37.8038564887346,-122.398564112242 37.8034564994623,-122.400764133607 37.8022565483204,-122.400464126858 37.801856559055,-122.398264105526 37.8030565101842,-122.397164082801 37.8018565412347,-122.399264102044 37.8005565926797,-122.398964096715 37.8003565972187,-122.396864076152 37.8014565519312,-122.396464067531 37.8009565651581,-122.398491086968 37.7998386106176,-122.398156079976 37.7994556205973,-122.398664083323 37.7989566387571,-122.399364098631 37.7998566148195,-122.400164115348 37.800756591394)))",100261,-122.4015008,37.80250434,1,6075
"MULTIPOLYGON (((-122.401864116435 37.797656696451,-122.403064130728 37.7974567092425,-122.403164136946 37.7981566881317,-122.403164139051 37.7984566788482,-122.403464149322 37.799356652636,-122.403564157682 37.8003566222274,-122.403143152691 37.8004406173392,-122.403064151756 37.8004566164148,-122.4024641438 37.8004566131542,-122.401264129266 37.8006566004534,-122.400164115348 37.800756591394,-122.399364098631 37.7998566148195,-122.398664083323 37.7989566387571,-122.399664095808 37.7988566473138,-122.400864110223 37.7986566600595,-122.40066410211 37.7978566836711,-122.400564094638 37.7969567109148,-122.401664107592 37.796756723168,-122.401864116435 37.797656696451)))",100262,-122.4014802,37.79907966,1,6075
"MULTIPOLYGON (((-122.414664324192 37.8028566045105,-122.415864346559 37.8036565859575,-122.414837333668 37.803777576678,-122.41416432521 37.8038565706094,-122.413564317123 37.8038565673986,-122.412564305168 37.8040565558125,-122.412437298619 37.8034215749272,-122.41236429486 37.8030565859126,-122.412164285337 37.8021566128865,-122.411964275838 37.8012566398516,-122.412364280402 37.8011566451345,-122.412464283256 37.8013566394418,-122.413464301182 37.8019566261364,-122.413864308837 37.8022566189336,-122.414664324192 37.8028566045105)))",100271,-122.4134526,37.8028778,1,6075
"MULTIPOLYGON (((-122.412164285337 37.8021566128865,-122.41236429486 37.8030565859126,-122.412437298619 37.8034215749272,-122.412564305168 37.8040565558125,-122.410964284332 37.8041565441447,-122.410364277728 37.8043565347142,-122.40946426631 37.8044565267991,-122.40936426125 37.8039565418135,-122.409164254852 37.8034565562895,-122.409164252631 37.8031565656169,-122.40916425041 37.8028565749443,-122.409064246849 37.8025565837334,-122.408964243293 37.802256592521,-122.408864237525 37.8016566106324,-122.409164240786 37.801556615363,-122.409564246119 37.801556617526,-122.410064252038 37.801456623341,-122.410364256035 37.801456624964,-122.411964275838 37.8012566398516,-122.412164285337 37.8021566128865)))",100272,-122.4106979,37.80283498,1,6075
"MULTIPOLYGON (((-122.405964214678 37.8038565267288,-122.406764224737 37.8037565341131,-122.407564234786 37.8036565415013,-122.407264230018 37.803556542999,-122.407664231749 37.8030565606698,-122.407564227486 37.8026565725536,-122.407929232378 37.8026565745175,-122.408464239548 37.8026565773961,-122.409064246849 37.8025565837334,-122.40916425041 37.8028565749443,-122.409164252631 37.8031565656169,-122.409164254852 37.8034565562895,-122.40936426125 37.8039565418135,-122.40946426631 37.8044565267991,-122.407664242708 37.8045565140876,-122.40733223856 37.8046035108575,-122.406964233966 37.8046565072499,-122.406164224583 37.8048564967808,-122.405964214678 37.8038565267288)))",100273,-122.4079051,37.80379786,1,6075
"MULTIPOLYGON (((-122.40579620627 37.8030015523426,-122.404731192948 37.8031385423766,-122.404154185686 37.8032075371419,-122.403951176125 37.8022405659948,-122.403864172249 37.8018565774152,-122.403764166682 37.801256595451,-122.404265172954 37.8012005998982,-122.404664177951 37.8011566034224,-122.405464187879 37.8010566108562,-122.406129196125 37.8009736170347,-122.406264197796 37.800956618294,-122.407064207704 37.8008566257356,-122.407264216913 37.80175659888,-122.407564220916 37.8017566005007,-122.407964225521 37.8016566057679,-122.408364230856 37.8016566079299,-122.408864237525 37.8016566106324,-122.408964243293 37.802256592521,-122.409064246849 37.8025565837334,-122.408464239548 37.8026565773961,-122.407929232378 37.8026565745175,-122.407564227486 37.8026565725536,-122.407664231749 37.8030565606698,-122.407264230018 37.803556542999,-122.407564234786 37.8036565415013,-122.406764224737 37.8037565341131,-122.405964214678 37.8038565267288,-122.40579620627 37.8030015523426)))",100274,-122.4061841,37.8022434,1,6075
"MULTIPOLYGON (((-122.406129196125 37.8009736170347,-122.405464187879 37.8010566108562,-122.404664177951 37.8011566034224,-122.404265172954 37.8012005998982,-122.403764166682 37.801256595451,-122.403575158187 37.8004076207084,-122.403564157682 37.8003566222274,-122.403464149322 37.799356652636,-122.403964155209 37.799256658463,-122.404364160483 37.7992566606484,-122.404564162408 37.799156664839,-122.405064168997 37.799156667572,-122.40666418863 37.7989566825235,-122.406776194164 37.7995166657577,-122.406864198517 37.7999566525824,-122.407064207704 37.8008566257356,-122.406264197796 37.800956618294,-122.406129196125 37.8009736170347)))",100275,-122.4052201,37.80011077,1,6075
"MULTIPOLYGON (((-122.413064332581 37.8067564742822,-122.413264342982 37.8077564441469,-122.41346435264 37.8086564171215,-122.415064373924 37.8085564286198,-122.416764395776 37.8083564437774,-122.41856441896 37.8081564594763,-122.4199644366 37.8079564730923,-122.420264445595 37.8085564558504,-122.419156430847 37.8086214480114,-122.419208433238 37.8088294417657,-122.420281451668 37.8092754333898,-122.420485456424 37.809513426989,-122.42056446031 37.8098564166411,-122.418745427795 37.8089474356478,-122.418564424567 37.8088564375519,-122.418464419986 37.8084564495562,-122.417364404832 37.8084564437932,-122.417307405648 37.808658437174,-122.417264406624 37.8088564307538,-122.418264422823 37.8091564265891,-122.419114439133 37.8097234132614,-122.420664469027 37.810756388927,-122.421464485904 37.8114563710994,-122.421257484076 37.8115863659499,-122.42076447531 37.8113563706207,-122.420264466704 37.8111563743089,-122.420184467211 37.811356367623,-122.420412471614 37.8115063640966,-122.420649476172 37.8116593605208,-122.420438474148 37.811773355856,-122.420064467967 37.8116563575957,-122.416164395369 37.8093564093704,-122.41616439694 37.809556403118,-122.415864392002 37.8094564046798,-122.416164399296 37.8098563937394,-122.414464371851 37.8093564005013,-122.416064402618 37.8104563744631,-122.415364395226 37.8107563614571,-122.413064350952 37.8091563994346,-122.4147643892 37.8110563489789,-122.413864378962 37.811356334959,-122.411964334231 37.8089563999223,-122.411164322431 37.8088563988548,-122.412164351426 37.8108563417551,-122.411764346611 37.8109563365674,-122.410564313401 37.8087563988297,-122.409464296741 37.8085563992945,-122.410064319932 37.8105563402099,-122.409564314462 37.8107563313957,-122.408664284241 37.808356401321,-122.40766426901 37.8081564022905,-122.407764284279 37.8100563438064,-122.407064274563 37.8100563401663,-122.406964252845 37.8072564265519,-122.406264241812 37.8070564290682,-122.405464243759 37.8088563690476,-122.404964235432 37.8086563726307,-122.405864234181 37.8067564362621,-122.405164222471 37.8064564418639,-122.403764215357 37.8081563818294,-122.403364207746 37.8078563890158,-122.404564214283 37.8064564386911,-122.403864201905 37.8060564473745,-122.4024641912 37.8072564028443,-122.401964181575 37.8068564125764,-122.403364188066 37.8050564756755,-122.404064197556 37.805056479401,-122.404564206466 37.8053564727682,-122.405264219545 37.8058564609904,-122.406564243024 37.8066564430613,-122.408064262048 37.8064564571987,-122.40971328302 37.806250472326,-122.410464292556 37.8061564792265,-122.411264302704 37.806056486577,-122.412964324331 37.8058565018197,-122.413064332581 37.8067564742822)))",100281,-122.4116779,37.8083166,1,6075
"MULTIPOLYGON (((-122.406964233966 37.8046565072499,-122.40733223856 37.8046035108575,-122.407664242708 37.8045565140876,-122.40946426631 37.8044565267991,-122.410364277728 37.8043565347142,-122.410964284332 37.8041565441447,-122.410964288091 37.804656528577,-122.411064293207 37.8051565135414,-122.411193299334 37.8057374961347,-122.411264302704 37.806056486577,-122.410464292556 37.8061564792265,-122.40971328302 37.806250472326,-122.408064262048 37.8064564571987,-122.406564243024 37.8066564430613,-122.405264219545 37.8058564609904,-122.404564206466 37.8053564727682,-122.404064197556 37.805056479401,-122.404464202268 37.8049564846274,-122.406164224583 37.8048564967808,-122.406964233966 37.8046565072499)))",100282,-122.4081193,37.80544933,1,6075
"MULTIPOLYGON (((-122.411264302704 37.806056486577,-122.411193299334 37.8057374961347,-122.411064293207 37.8051565135414,-122.410964288091 37.804656528577,-122.410964284332 37.8041565441447,-122.412564305168 37.8040565558125,-122.413564317123 37.8038565673986,-122.41416432521 37.8038565706094,-122.414837333668 37.803777576678,-122.415864346559 37.8036565859575,-122.416464357788 37.8040565766635,-122.416964367697 37.804456566824,-122.417964387591 37.8052565471159,-122.416264366095 37.8054565318238,-122.414464343195 37.8056565160176,-122.412964324331 37.8058565018197,-122.411264302704 37.806056486577)))",100283,-122.4140212,37.80483393,1,6075
"MULTIPOLYGON (((-122.417964387591 37.8052565471159,-122.419164410314 37.8060565284283,-122.419664417124 37.8060565310771,-122.419764421721 37.8064565190669,-122.419864427133 37.8069565039195,-122.4199644366 37.8079564730923,-122.41856441896 37.8081564594763,-122.416764395776 37.8083564437774,-122.415064373924 37.8085564286198,-122.41346435264 37.8086564171215,-122.413264342982 37.8077564441469,-122.413064332581 37.8067564742822,-122.412964324331 37.8058565018197,-122.414464343195 37.8056565160176,-122.416264366095 37.8054565318238,-122.417964387591 37.8052565471159)))",100284,-122.4163472,37.80697546,1,6075
"MULTIPOLYGON (((-122.419064385631 37.8031566187637,-122.419264396372 37.8041565884997,-122.419464406333 37.8050565613601,-122.419664417124 37.8060565310771,-122.419164410314 37.8060565284283,-122.417964387591 37.8052565471159,-122.416964367697 37.804456566824,-122.416464357788 37.8040565766635,-122.415864346559 37.8036565859575,-122.417664368413 37.8033566049882,-122.419064385631 37.8031566187637)))",100291,-122.418202,37.80440694,1,6075
"MULTIPOLYGON (((-122.418764366358 37.8012566766717,-122.418864372507 37.8018566584164,-122.418964377056 37.8022566464242,-122.419064385631 37.8031566187637,-122.417664368413 37.8033566049882,-122.415864346559 37.8036565859575,-122.414664324192 37.8028566045105,-122.413864308837 37.8022566189336,-122.413764305189 37.8019566277556,-122.41476431777 37.8018566362761,-122.415464326334 37.8017566431806,-122.416064333556 37.8016566495481,-122.417264348768 37.8015566591629,-122.417764354638 37.8014566649967,-122.418764366358 37.8012566766717)))",100292,-122.4167469,37.8024683,1,6075
"MULTIPOLYGON (((-122.413764302109 37.8015566402371,-122.4135642956 37.8010566547549,-122.413464288894 37.8003566760503,-122.413364285266 37.8000566848648,-122.41516430753 37.7998567009115,-122.41526431275 37.8003566858363,-122.415364317977 37.8008566707587,-122.415964325165 37.8007566771391,-122.41706433819 37.8005566893655,-122.417564344823 37.8005566920814,-122.417756347068 37.8005186943137,-122.418564356488 37.8003567037773,-122.418665361473 37.8008116900744,-122.418764366358 37.8012566766717,-122.417764354638 37.8014566649967,-122.417264348768 37.8015566591629,-122.416064333556 37.8016566495481,-122.415464326334 37.8017566431806,-122.41476431777 37.8018566362761,-122.413764305189 37.8019566277556,-122.413764302109 37.8015566402371)))",100293,-122.4156912,37.80098011,1,6075
"MULTIPOLYGON (((-122.41706433819 37.8005566893655,-122.415964325165 37.8007566771391,-122.415364317977 37.8008566707587,-122.41526431275 37.8003566858363,-122.41516430753 37.7998567009115,-122.413364285266 37.8000566848648,-122.413364283731 37.7998566911036,-122.413264277042 37.7991567123926,-122.413949285443 37.7990757186646,-122.414964297886 37.7989567279313,-122.416664318687 37.7987567434865,-122.418264338129 37.7985567585103,-122.418364343441 37.7990567434005,-122.41846434796 37.79945673142,-122.418564353284 37.7999567163056,-122.418564356488 37.8003567037773,-122.417756347068 37.8005186943137,-122.417564344823 37.8005566920814,-122.41706433819 37.8005566893655)))",100294,-122.4162655,37.79964546,1,6075
"MULTIPOLYGON (((-122.427664553931 37.8092944713232,-122.427864558953 37.8095564641015,-122.427743560314 37.8099094523356,-122.427392558766 37.8102964383047,-122.426849553468 37.8105594271938,-122.42609654464 37.8107534171755,-122.425325534724 37.8108504101253,-122.425238533275 37.8108224105561,-122.425147530987 37.8107014138938,-122.425145529804 37.8105644181963,-122.425283530922 37.8104694219033,-122.425457533468 37.810484422334,-122.425614536253 37.8105554209128,-122.425923540492 37.8105484227364,-122.426421546568 37.8104484284712,-122.426884551211 37.8102384374944,-122.427209554133 37.8100524450479,-122.427465555849 37.8098384531282,-122.427584555282 37.8095804618851,-122.427664553931 37.8092944713232)),((-122.419764421721 37.8064565190669,-122.419664417124 37.8060565310771,-122.419464406333 37.8050565613601,-122.421164427744 37.8048565766844,-122.422764447758 37.804656591492,-122.42283745177 37.8050215804112,-122.422964458758 37.8056565611304,-122.423164468953 37.8065565339024,-122.423564473581 37.8064565391608,-122.424964491003 37.8062565528592,-122.426464510602 37.8061565639496,-122.426864525453 37.8072565313923,-122.426443517488 37.8069985373047,-122.425977509338 37.8067895414305,-122.4254885018 37.8066885420291,-122.425124497712 37.8067935368009,-122.423964487398 37.8074565098236,-122.423564484412 37.8077564982854,-122.422064472051 37.8087564589952,-122.423531504067 37.8101704222115,-122.423385502872 37.8102704183089,-122.422464484178 37.8095564359553,-122.421550464213 37.8086654591628,-122.421316459775 37.8085174625835,-122.420996455063 37.8084804620685,-122.420689451176 37.8085224591426,-122.420264445595 37.8085564558504,-122.4199644366 37.8079564730923,-122.419864427133 37.8069565039195,-122.419764421721 37.8064565190669)))",100301,-122.422323,37.80696992,2,6075
"MULTIPOLYGON (((-122.419064385631 37.8031566187637,-122.418964377056 37.8022566464242,-122.418864372507 37.8018566584164,-122.418764366358 37.8012566766717,-122.419963381655 37.801174685735,-122.420464388175 37.8011566890134,-122.422064407817 37.800956703962,-122.422264417898 37.8018566767766,-122.422464428003 37.8027566495825,-122.422664438959 37.8037566192375,-122.422664443096 37.8042566035271,-122.422764447758 37.804656591492,-122.421164427744 37.8048565766844,-122.419464406333 37.8050565613601,-122.419264396372 37.8041565884997,-122.419064385631 37.8031566187637)))",100302,-122.4207666,37.80299921,1,6075
"MULTIPOLYGON (((-122.420264377395 37.8001567192921,-122.421396391229 37.8000157298778,-122.421864396936 37.7999567342787,-122.423464416435 37.799756749281,-122.425064435894 37.799556764299,-122.425264446131 37.8004567370546,-122.425464456393 37.8013567098014,-122.425664467524 37.80235667939,-122.424164449124 37.8025566650167,-122.423464440579 37.8026566581046,-122.423064435218 37.8026566559524,-122.422464428003 37.8027566495825,-122.422264417898 37.8018566767766,-122.422064407817 37.800956703962,-122.420464388175 37.8011566890134,-122.419963381655 37.801174685735,-122.418764366358 37.8012566766717,-122.418665361473 37.8008116900744,-122.418564356488 37.8003567037773,-122.420264377395 37.8001567192921)))",100303,-122.4228725,37.80102367,1,6075
"MULTIPOLYGON (((-122.422664443096 37.8042566035271,-122.422664438959 37.8037566192375,-122.422464428003 37.8027566495825,-122.423064435218 37.8026566559524,-122.423464440579 37.8026566581046,-122.424164449124 37.8025566650167,-122.425664467524 37.80235667939,-122.425864477833 37.8032566521187,-122.426064489014 37.8042566216884,-122.426364500727 37.805156594931,-122.426464510602 37.8061565639496,-122.424964491003 37.8062565528592,-122.423564473581 37.8064565391608,-122.423164468953 37.8065565339024,-122.422964458758 37.8056565611304,-122.42283745177 37.8050215804112,-122.422764447758 37.804656591492,-122.422664443096 37.8042566035271)))",100304,-122.4244438,37.80445323,1,6075
